Text,Classification
"Re: EBusiness Webforms: cluetrain has left the stationOn Saturday, September 28, 2002, at 12:54 PM, Gary Lawrence Murphy wrote:> Although it's like a total shock to 99.999% (5nines) of all the> employed website designers out there, the truth is webforms /can/> accept ""U.S. of A"" as a country.  Incredible, but true.  Web forms can> also accept /multiple/ or even /free-form/ telephone numbers and can> even be partitioned into manageable steps. All this can also be done> without selling exclusive rights to your wallet to the World's> Second-Richest Corporation (assuming Cisco is still #1) and vendor> locking your business into their ""small transaction fee"" tithe.Yes, but this is what normally happened:Engineer: we can put an input validator/parser on the backend to do that.Designer: there's a JavaScript library that can do some of the pre-validation.Creative Director: I want it in blue, with a zooming logo.Engineer: can we get to that later, we need to meet functional specs.Creative Director: You *don't* understand. *I* want it in blue.Creative Director: Oh, and the site launches this Friday because I sent out a press release about our new strategic partnership with HypeCorp.Designer: fine, we'll just put a list of countries in a drop down.Engineer: and we can validate against that list.Creative Director: I don't give a shit. As long as it's in blue. And has a link to my press release.----Bill Humphries <bill@whump.com>http://www.whump.com/moreLikeThis/",0
"Re: Random hack Q: drawing on CDs with lasers?On Tue, 24 Sep 2002, Rohit Khare wrote:> I suppose this is a modern equivalent to line-printer artwork; I was > imagining using a CD-RW drive to use the outer track, say, to spell out > the disc title, creation time, etc. It would sure beat feeding CDs > through a laser printer :-)There are commercial burners which can be labeled that way. Patterns in the unburnt section.",0
"New Solar System body revealedURL: http://www.newsisfree.com/click/-1,8640496,1440/Date: Not suppliedThe largest object found since 1930 is half the size of Pluto, and calls that object's planetary status into question",0
"Re: Insert signatureThanks Tony, but I think doing it using component files will get a .signature by default, but I have many diferent signatures and I want to insert one of that signatures using a keyboard command. So for a message I will insert a signature, but for another message I will insert a different signature.Is it possible? I am using sedit for my messages.Thanks.Ulises> > Hi!> > > > Is there a command to insert the signature using a combination of keys and not> > to have sent the mail to insert it then?> > I simply put it (them) into my (nmh) component files (components,> replcomps, forwcomps and so on).  That way you get them when you are> editing your message.  Also, by using comps files for specific> folders you can alter your .sig per folder (and other tricks).  See> the docs for (n)mh for all the details.> > There might (must?) also be a way to get sedit to do it, but I've> been using gvim as my exmh message editor for a long time now.  I> load it with a command that loads some email-specific settings, eg,> to ""syntax"" colour-highlight the headers and quoted parts of an> email)... it would be possible to map some (vim) keys that would add> a sig (or even give a selection of sigs to choose from).> > And there are all sorts of ways to have randomly-chosen sigs...> somewhere at rtfm.mit.edu... ok, here we go:> rtfm.mit.edu/pub/usenet-by-group/news.answers/signature_finger_faq.> (Warning... it's old, May 1995).> > > Regards,> > Ulises> > Hope this helps.> > Cheers> Tony> > > > _______________________________________________> Exmh-users mailing list> Exmh-users@redhat.com> https://listman.redhat.com/mailman/listinfo/exmh-users_______________________________________________Exmh-users mailing listExmh-users@redhat.comhttps://listman.redhat.com/mailman/listinfo/exmh-users",0
"[zzzzteana] Nobel astrophysicistsNobel Honors 3 for Astrophysics Work Tuesday October 8, 2002 12:00 PMSTOCKHOLM, Sweden (AP) - Two Americans and a Japanese won the Nobel Prize inphysics Tuesday for using some of the most obscure particles and waves innature to understand the workings of astronomy's grandest wonders.Riccardo Giacconi, 71, of the Associated Universities Inc. in Washington,D.C., will get half of the $1 million prize for his role in ``pioneeringcontributions to astrophysics, which have led to the discovery of cosmicX-ray sources.''Raymond Davis, Jr., 87, of the University of Pennsylvania shares the otherhalf of the prize with Japanese scientist Masatoshi Koshiba, 76, of theUniversity of Tokyo. The two men pioneered the construction of giantunderground chambers to detect neutrinos, elusive particles that stream fromthe sun by the billion.Neutrinos offer an unparalleled view of the sun's inner workings becausethey are produced in its heart by the same process that causes it to shine.In fact, Davis' early experiments, performed during the 1960s in a SouthDakota gold mine, confirmed that the sun is powered by nuclear fusion.Koshiba won his share of the prize for his work at the Kamiokande neutrinodetector in Japan. That experiment confirmed and extended Davis' work, andalso discovered neutrinos coming from distant supernova explosions, some ofthe brightest objects in the universe.The Italian-born Giacconi, a U.S. citizen, was awarded half of the prize forbuilding the first X-ray telescopes that provided ``completely new - andsharp - images of the universe,'' the academy said.His research laid the foundation for X-ray astronomy, which has led to thediscovery of black holes and allowed researchers to peer deep into thehearts of the dusty young galaxies where stars are born.When academy officials reached Giacconi by phone at his home outsideWashington, he said he was ``dumbstruck'' to learn of the prize. Koshibaalso was phoned at home in Tokyo, but the academy was still trying to reachDavis, spokesman Erling Norrby said.This year's Nobel awards started Monday with the naming of Britons SydneyBrenner, 75, and Sir John E. Sulston, 60, and American H. Robert Horvitz,55, as winners of the medicine prize, selected by a committee at theKarolinska Institute.The researchers shared it for discoveries about how genes regulate organgrowth and a process of programmed cell deaths that shed light on howviruses and bacteria invade human cells, including in conditions such asAIDS, strokes, cancer and heart attacks.The winner of the Nobel Prize in chemistry will be named on Wednesdaymorning and the Bank of Sweden Prize in Economic Sciences in Memory ofAlfred Nobel later the same day.The literature prize winner will be announced on Thursday, the SwedishAcademy said on Tuesday.The winner of the coveted peace prize - the only one not awarded in Sweden -will be announced Friday in Oslo, Norway.The award committees make their decisions in deep secrecy and candidates arenot publicly revealed for 50 years.Alfred Nobel, the wealthy Swedish industrialist and inventor of dynamite whoendowed the prizes left only vague guidelines for the selection committees.In his will he said the prize being revealed on Tuesday should be given tothose who ``shall have conferred the greatest benefit on mankind'' and``shall have made the most important discovery or invention within the fieldof physics.''The Royal Swedish Academy of Sciences, which also chooses the chemistry andeconomics winners, invited nominations from previous recipients and expertsin the fields before cutting down its choices. Deliberations are conductedin strict secrecy.The prizes are presented on Dec. 10, the anniversary of Nobel's death in1896, in Stockholm and in Oslo.---On the Net:Nobel site, http://www.nobel.se ------------------------ Yahoo! Groups Sponsor ---------------------~-->Plan to Sell a Home?http://us.click.yahoo.com/J2SnNA/y.lEAA/MVfIAA/7gSolB/TM---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/",0
"Re[2]: Java is for kiddiesSL> <snip>SL> Misc rants about finding jobs, java vs C, what makes a good programmer, etc.SL> </snip><snip>SL> Okay, hmm, I thought twice about this, but what the hey, jobs are hard toSL> come by. There's a company hiring in Mountain View, looking for a few good</snip>I give Adam an hour or so to come up with an adequate number ofexcuses as to why -this- job isn't worth it.  :)GO Adam GO!",0
"Man leads machine in chess duelURL: http://www.newsisfree.com/click/-1,8643939,1440/Date: Not suppliedWorld chess champion Vladimir Kramnik takes the lead over the computer Deep Fritz, after the machine makes a peculiar mistake",0
"Re: Avast there matey----- Original Message -----From: ""Kragen Sitaker"" <kragen@pobox.com>> > It's an exclamation that may allude to a ship striking some rock or> > other obstacle so hard that her timbers shiver, or shake, so implying a> > calamity has occurred. It is first recorded as being used by Captain> > Frederick Marryat in /Jacob Faithful/ in 1835: ""I won't thrash you Tom.> > Shiver my timbers if I do"".I think it went like this: ""I won't thrash you Tom, if you shiver mytimber...""Or maybe that was just the butt pirates...",0
"Re: EBusiness Webforms: cluetrain has left the stationI'll agree that webforms are a pain in the ass, however it would seem to me that the problem with passport is the same one you noted with the autoform function, providing more info than you want to.  That and some entity would be holding the passport info, thus have all that data in the first place.Personally i'd never trust them not to at least use it internally to market to me, if not sell/rent out.  Just think of the ability they'd have to build a profile for you since everything you went to was tracked to you.  And thats just the marketing side of it.ChrisOn Sat, 28 Sep 2002, Gregory Alan Bolcer wrote:> What's wrong with doing business over the Web?  Web forms.  There's> promising replacements forms, but this is the current state of the> industry:> >  o You find something that you want to fill out.  It's a partnership form,>    a signup for a Web seminar, a request for more information, anything.>  o You start wasting time typing in all those stupid fields and spend>    about 10 minutes going through all their stupid qualification hoops>    just to get a small piece of information , whitepaper, or a callback>    when halfway through, you start to wonder if it's really worth your>    time to forever be stuck on their stupid prospect list. >  o Pull down tags are never put in order of use instead of alphabetized.>    I was on a site just now that had every single country in the world>    listed; the selection of your country was absolutely critical for you>    to hit submit, but due to the layout, the ""more>"" tag on the second>    row was offscreen so it was impossible to select any country except>    about two dozen third world countries. >  o Even worse, ever time you hit submit, all forms based things complain>    about using the universal country phone number format and will cause>    you to re-enter dashes instead of dots.>  o When you get something that's not entered right, you will go back and>    enter it right, but then some other field or most likely pulldown will>    automatically get reset to the default value so that you will have to>    go back and resent that freaking thing too.  Finally after all combinations>    of all pulldowns, you may get a successful submit.>  o You wait freaking forever just to get a confirmation.  >  o Sometimes, like today, you won't be able to ever submit anything due>    to it being impossible to ever submit a valid set of information that>    is internally non-conflicting according to whatever fhead wrote their>    forms submission.> > What's wrong with this picture?  The company is screwing you by wasting> your time enforcing their data collection standards on you.  I'm sure there's> someone in that company that would be willing to accept ""US"", ""U.S"", ""USA""> ""United States"", ""U of A"", ""America"", etc. and would know exactly which> freaking country the interested party was from instead of forcing them> to waste even more time playing Web form geography.  > > I'm starting to see the light of Passport.  You want more information?  Hit> this passport button.  Voila.  IE6 and Netscape 6,7 have pre-forms sutff,> but I always turn it off because you never know when there's that one field> that you don't want to submit to the person you are submitting to that > automatically gets sent, i.e. the privacy stuff is well beyond the > average user who will get screwed on privacy stuff.  > > So, if crappy forms-based submission is the state of practice for> business enablement on the Web, I can't see this whole data submission> and hurry up and wait for us to get back to you business process as> working all that well.> > > Greg>",0
"Re: Selling Wedded Bliss (was Re: Ouch...)Definitional nit to pick:Robert Harley writes:> It is perfectly obvious that (heterosexual) promiscuity is exactly,> precisely identical between males and females.> > Of course the shapes of the distributions may differ.You've redefined ""promiscuity"" above as ""total"" or ""average"" activity, which seems to rob it of its common meaning: activity above some specific threshold (usually ""one"") or norm, or involving extra or indiscriminate variety. ""Promiscuity"" is thus inherently a description of distributions rather than averages.Consider a population of 3 males and 3 females. Letthere be three pairings which result in each personhaving sex once. Then, let one of the males also have sex with the other two females. Sure, the average number of sex acts and sex partnersis equal between the sexes, tautologically. But here more women than men are: - above the single partner threshold - above the overall average 1.67 acts/partners threshold - above the overall median 1.5 acts/partners - above the overall mode 1 acts/partnersAnd here women have a higher mode (2) and median (2) number of partners.So in this contrived population, females are more ""promiscuous"" than males, unless ""promiscuity"" is defined uselessly.- Gordon",0
"Re: The Curse of India's SocialismOn Tue, 2002-08-20 at 15:01, Ian Andrew Bell wrote:> > Yet, despite all of this intense regulation and paper pushing, as > well as regulatory scrutiny by the FTC, SEC, and IRS, the > executives of Telecom Companies have managed to bilk the investment > community for what looks to be tens of billions of dollars.  This is a good thing.  Getting hammered for stupid investments is likelyto result in smarter investments in the future.  Nobody is supposed towin all the time, particularly not people who don't do due diligence. ""A fool and his money are soon parted"" and all that.  It isn't the jobof the FTC/SEC/IRS/etc to make sure you invest your money wisely (and Ihave grave doubts that they could even if it was their job). > They > finished their routine with the a quadruple lutz -- laying off > hundreds of thousands of workers when it all came crashing down.So what?  Nobody is guaranteed employment.  Laying people off is not acrime nor is it immoral.  Companies don't exist to provide employment,nor should they.  The closest we have to such a thing in the US is aGovernment Job, and look at the quality THAT breeds. > So.. tell me again.. how are we better off?Perhaps it is just a matter of personal preference, but I'd rather notlive in a ""feed lot"" society, thank-you-very-much.-James Rogers jamesr@best.com",0
"Re: [ILUG] converting strings of hex to asciiOn Tue, 27 Aug 2002, David Neary wrote:> > Actually the following would be in some way sensible:> > echo -e ""`echo ""$enc"" | sed 's/%\([0-9a-fA-F]\{2,2\}\)/\\\x\1/g'`""> > Why {2,2}? Why not {2}?no idea.the above was something along the lines i was attempting, once i realised it was a straight swap. but i couldnt get awk's gensub to insert the \x for %'s and ='s.anyway, in the end i found something on the internet and adapted it:function decode_url (str,    hextab,i,c,c1,c2,len,code) {        # hex to dec lookup table        hextab [""0""] = 0;       hextab [""8""] = 8;        hextab [""1""] = 1;       hextab [""9""] = 9;        hextab [""2""] = 2;       hextab [""A""] = 10;        hextab [""3""] = 3;       hextab [""B""] = 11;        hextab [""4""] = 4;       hextab [""C""] = 12;        hextab [""5""] = 5;       hextab [""D""] = 13;        hextab [""6""] = 6;       hextab [""E""] = 14;        hextab [""7""] = 7;       hextab [""F""] = 15;        decoded = """";        i   = 1;        len = length (str);        while ( i <= len ) {                c = substr (str, i, 1);                # check for usual start of URI hex encoding chars                if ( c == ""%"" || c == ""="" ) {                        if ( i+2 <= len ) {                                # valid hex encoding?                                c1 = toupper(substr(str, i+1, 1));                                c2 = toupper(substr(str, i+2, 1));                                if ( !(hextab [c1] == """" && hextab [c2] == """") ) {                                        code = 0 + hextab [c1] * 16 + hextab [c2] + 0                                        c = sprintf (""%c"", code)                                        i = i + 2                                }                        }                # + is space apparently                } else if ( c == ""+"" ) {                        c = "" ""                }                decoded = decoded c;                ++i;        }        return decoded}> Cheers,> Dave.> PS the late reply is because the footer on the original mail (If> you received this mail in error yadda yadda) got caught in my> spam filter, and ended up in my junkmail directory.he he...might not have been the footer - check my headers. :)regards,-- Paul Jakmapaul@clubi.iepaul@jakma.orgKey ID: 64A2FF6Awarning: do not ever send email to spam@dishone.stFortune:One nuclear bomb can ruin your whole day.-- Irish Linux Users' Group: ilug@linux.iehttp://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.List maintainer: listmaster@linux.ie",0
"Re: [ILUG] modem problemsQuoting Waider (waider@waider.ie):> Niall Sheridan wrote:> | A power cycle will do it.> | Other than that it's chipset specific.> > sure. tried powercycling an internal modem recently? :)> > Waider. This is Rick Moen bait.Thanks.  It was delicious.  ;->-- Cheers,               ""That article and its poster have been cancelled."" Rick Moen                   -- David B. O'Donnel, sysadmin for America Onlinerick@linuxmafia.com-- Irish Linux Users' Group: ilug@linux.iehttp://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.List maintainer: listmaster@linux.ie",0
"Fwd: Re[2]: AA Meetings the Hottest Place to Meet Women With Big    BucksAnd of course I forget the link that I did find.http://www.constitutioncenter.org/sections/news/8b4.aspNeither NPR nor the first amendment foundation seem to have thearticle I was looking for declaring the study.Even if its half true, its still frightening.It makes me want to pass out CATO bibles...-- Best regards, bitbitch                            mailto:bitbitch@magnesium.net",0
"Re: [SAtalk] Re: patent on TMDA-like systemOn Tue, 27 Aug 2002 the voices made Robin Lynn Frank write:> > Tony Svanstrom, on SpamAssassin-talk, noted this US patent:> >> > http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=/netah> >tml/PTO/search-adv.html&r=62&f=G&l=50&d=PG01&s1=spam&p=2&OS=haiku&RS=spam> I took a bit of time to review what is on the above URL.  If I were a news> editor, the headline would be:>> ""Inventor"" from country that ignores patents and copyrights, seeks patent for> inventing the wheel! The wheel is already patented in Australia; Melbourne man patents the wheel: <URL: http://216.239.39.100/search?q=cache:usJnd2dwCDQC:www.theage.com.au/news/state/2001/07/02/FFX0ADFPLOC.html+%22patents+the+wheel%22&hl=en&lr=lang_en|lang_sv&ie=UTF-8 > The sad news is that there seems to be a lot of patents (pending or not)that's for very basic/general ideas; it's the current form of ""domainnapping"",and it might turn uggly when people start trying to enfoce these patents./Tony-- # Per scientiam ad libertatem! // Through knowledge towards freedom! ## Genom kunskap mot frihet! =*= (c) 1999-2002 tony@svanstrom.com =*= #     perl -e'print$_{$_} for sort%_=`lynx -dump svanstrom.com/t`'",0
"Re[2]: So I missed this one...Hello Elias,Tuesday, October 1, 2002, 9:54:02 PM, you wrote:E> bitbitch@magnesium.net wrote:>> Turns out the music industry settled ... quite a hefty>> settlement.E> Funnky, I thought that it was minor in comparison the the gouging that E> occurs on a standard CD.>> The Wall Street Journal>> Copyright (c) 2002, Dow Jones & Company, Inc.>> Tuesday, October 1, 2002>> >> Five Music Concerns To Pay $143.1 Million In Price-Fixing Case>> Reuters News Service ...>> The companies, which didn't admit any wrongdoing, will pay $67.4>> million in cash to compensate consumers who overpaid for CDs between>> 1995 and 2000. The companies also agreed to distribute $75.7 million>> worth of CDs to public entities and nonprofit organizations throughout>> the country.E> The CDs will probably cost less than 7.5 million to produce and E> distribute... ""didn't admit any wrongdoing""?!? Give me a break.E> EliasToobad none of this will go back to any of the people who were forcedto pay the rates.-- Best regards, bitbitch                            mailto:bitbitch@magnesium.net",0
"Tiny DNS SwapFrom nobody Mon Sep 15 17:59:26 2014Content-Type: text/plain;charset=""Windows-1252""Content-Transfer-Encoding: quoted-printableI'm using Simple DNS from JHSoft.  We support only a few web sites and =I'd like to swap secondary services with someone in a similar position.We have a static IP, DSL line and a 24/7 set of web, SQL, mail and now a =DNS server.  As I said, we are hosting about 10 web sites, web and DNS =traffic is almost nothing.  Everything is on lightly loaded APC battery =backups so we are very seldom down.I'd like to swap with someone also using Simple DNS to take advantage of =the trusted zone file transfer option.Bob MusserDatabase Services, Inc.Makers of:   Process Server's Toolbox   Courier Service ToolboxBobM@dbsinfo.comwww.dbsinfo.com106 Longhorn RoadWinter Park FL 32792(407) 679-1539",0
"[use Perl] Stories for 2002-10-08use Perl Daily NewsletterIn this issue:    * This Week on perl5-porters (30 September / 6 October 2002)    * RATS+--------------------------------------------------------------------+| This Week on perl5-porters (30 September / 6 October 2002)         ||   posted by rafael on Monday October 07, @07:12 (summaries)        ||   http://use.perl.org/article.pl?sid=02/10/07/1124226              |+--------------------------------------------------------------------+It was a busy week indeed, with long threads, interesting bugs, cleverfixes, miscellaneous optimizations, some new ideas, a few jokes,mysterious failures, and, finally, a security hole. Read on.This story continues at:    http://use.perl.org/article.pl?sid=02/10/07/1124226Discuss this story at:    http://use.perl.org/comments.pl?sid=02/10/07/1124226+--------------------------------------------------------------------+| RATS                                                               ||   posted by KM on Monday October 07, @09:01 (news)                 ||   http://use.perl.org/article.pl?sid=02/10/07/132252               |+--------------------------------------------------------------------+Odud writes ""RATS, the Rough Auditing Tool for Security, is a securityauditing utility for C, C++, Python, Perl and PHP code. RATS scans sourcecode, finding potentially dangerous function calls. The goal of thisproject is not to definitively find bugs. The current goal is to providea reasonable starting point for performing manual security audits.Produced by [0]Secure Software"" Uses a database so you can alter what youwant it to look for. Not a replacement for using stricture or your headbut is a good place to start some security auditing on your Perl.Discuss this story at:    http://use.perl.org/comments.pl?sid=02/10/07/132252Links:    0. http://www.securesoftware.com/rats.phpCopyright 1997-2002 pudge.  All rights reserved.======================================================================You have received this message because you subscribed to iton use Perl.  To stop receiving this and othermessages from use Perl, or to add more messagesor change your preferences, please go to your user page.http://use.perl.org/my/messages/You can log in and change your preferences from there.",0
"Re: Another low probability eventWe met a family in our parent-baby group with a son born a few minutesbefore our daughter - not unlikely as all members were from the samehospital. But, this family happened to have lived in the exact sameapartment unit a year before we had...----- Original Message -----From: ""Jim Whitehead"" <ejw@cse.ucsc.edu>To: ""FoRK"" <FoRK@xent.com>Sent: Wednesday, August 28, 2002 10:40 AMSubject: Another low probability event> So, a new family moved in down the street, with two kids, making us very> excited that there might be a child around the same age (20 months) as our> daughter Tatum. While we're talking to the family, we discover that their> daughter Kiara was born the same day as Tatum, within two hours, in thesame> exact maternity ward. Both mothers were undoubtedly in labor at the same> time.>> Wow.>> - Jim>",0
"Re: How unlucky can you get?Jim Whitehead wrote:> So, after shutting off the water and mopping up, I was left to ponder what> are the odds of having mechanical failure of a large rectangular porcelain> bowl, in the absence of any visible stressors (like someone striking it with> a sledgehammer)? We hadn't done anything unusual to the toilet in the recentAll it takes is an overtorqued nut (e.g. at the water intake entrance)to stress the porcelain, and you've got a time bomb waiting to go off.Of course, if you're lucky, you'll overtorque it enough that the tankwill break right away, while you still have the water intake shut off.- Joe",0
"Re: The 3rd Annual Consult Hyperion Digital Identity Forum--- begin forwarded textTo: rah@shipwright.comFrom: hacker@vudu.netDate: Thu, 03 Oct 2002 06:01:38 -0700 (PDT)Subject: Re: The 3rd Annual Consult Hyperion Digital Identity ForumThe guy messed up his own URL. It should behttp://www.digitalidforum.com which redirects tohttp://www.consult.hyperion.co.uk/digid3.html""R. A. Hettinga"" wrote:>> Dear All,>> See www.digitalidentityforum.com for more details. Speakersinclude> Microsoft and Liberty Alliance, UK central and local government,> law> enforcement, financial services (Egg and RBS/NatWest), ECResearch> Centre, a> psychologist and others. Look forward to seeing you there.>> Regards,> Dave Birch.>> --> -- David Birch, Director, Consult Hyperion> --> -- tel +44 (0)1483 301793, fax +44 (0)1483 561657> -- mail dave@chyp.com, web <ahref=""http://mail.vudu.net//jump/http://www.chyp.com"">http://www.chyp.com</a>> --> -- See you at the 2nd Annual Digital Transactions Forum in> Singapore> -- October 16th/17th 2002, see> <ahref=""http://mail.vudu.net//jump/http://www.digitaltransactionsforum.com"">http://www.digitaltransactionsforum.com</a>/>> --- end forwarded text>>> --> -----------------> R. A. Hettinga &lt;mailto: rah@ibuc.com&gt;> The Internet Bearer Underwriting Corporation &lt;<ahref=""http://mail.vudu.net//jump/http://www.ibuc.com/&gt"">http://www.ibuc.com/&gt</a>;> 44 Farquhar Street, Boston, MA 02131 USA> &quot;... however it may deserve respect for its usefulness and> antiquity,> [predicting the end of the world] has not been found agreeable to> experience.&quot; -- Edward Gibbon, 'Decline and Fall of theRoman> Empire'>> For help on using this list (especially unsubscribing), send a> message to> &quot;dcsb-request@reservoir.com&quot; with one line of text:&quot;help&quot;.--- end forwarded text-- -----------------R. A. Hettinga <mailto: rah@ibuc.com>The Internet Bearer Underwriting Corporation <http://www.ibuc.com/>44 Farquhar Street, Boston, MA 02131 USA""... however it may deserve respect for its usefulness and antiquity,[predicting the end of the world] has not been found agreeable toexperience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'",0
"Re: Java is for kiddies----- Original Message -----From: ""Adam L. Beberg"" <beberg@mithral.com>>> Memory management is a non-issue for anyone that has any idea at all howthe> hardware functions.In theory there is no difference between theory and practice. In practicethere is.",0
"Re: Oh my...LOL you rool  (:On Sat, 21 Sep 2002, Gregory Alan Bolcer wrote:> I went out and drew some chalk circles on my> sidewalk just so I wouldn't miss out on the experience.> I've collected half a dozen passwords &> access to email accounts so far.> > Greg> > bitbitch@magnesium.net wrote:> > Hello fork,> > > >   So they have Aaron Schwartz on NPR's Weekend Edition talking> >   about Warchalking.   I'll agree, its funny, his voice is squeaky and> >   I'm jealous that he got on radio and I didn't...> > > >   But really, WTF is the big deal about warchalking?  I have yet to> >   see any of it, anywhere.> > > >   LInk will probably pop up on www.npr.org later today.> > > >   > > > > > -- ""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn",0
"Re: asynchronous I/O (was Re: Gasp!)Adam Beberg writes:> On Tue, 3 Sep 2002, Kragen Sitaker wrote:> > Unix acquired nonblocking I/O in the form of select() about 23 years> > ago, and Solaris has had the particular aio_* calls we are discussing> > for many years.> > select() ""scaling"" is a joke at best, and I know you know that. poll() is> only a bit better.Not only do I know that, the post to which you were respondingexplained that, with somewhat more detail than ""a joke"".  As youshould know, but evidently don't, poll() isn't even ""a bit better"" ---in fact, it's about an order of magnitude worse --- for dense filedescriptor sets, which is the normal case.  (Except on operatingsystems where select() isn't a system call but a library routine thatcalls poll().)> > Very few applications need the aio_* calls --- essentially only> > high-performance RDBMS servers even benefit from them at all, and> > most of those have been faking it fine for a while with multiple> > threads or processes.  This just provides a modicum of extra> > performance.> > Wrong, it makes a huge difference in even what I consider small programs.Why don't you explain this in more detail?> > Although I don't have a copy of the spec handy, I think the aio_* APIs> > come from the POSIX spec IEEE Std 1003.1-1990, section 6.7.9, which is> > 13 years old, and which I think documented then-current practice.> > They might be even older than that.> > Yes, SGI has a patch to the linux kernel to implement the aio_ interfaces,> but it's still not built in, who knows when it will be. The point is it's> not portable in either case.You originally said:  Could it be? After 20 years without this feature UNIX finally  catches up to Windows and has I/O that doesnt [sic] totally suck for  nontrivial apps? No way!The point --- my point, the point I was discussing; please don't tryto tell me you were trying to make a different point, because I don'tcare --- is that you had no clue what you were talking about; Unixhasn't been without this feature, and in fact has had it since youwere in elementary school, and operating systems without it don't""totally suck for nontrivial apps"".For what it's worth, glibc has actually implemented the aio_* callsfor a while, just in a way that doesn't scale to large numbers ofconcurrent I/O requests.  I find references to the glibcimplementation as far back as 1999 and glibc 2.1.1, and I couldprobably find much earlier references if I had time:http://sources.redhat.com/ml/libc-hacker/1999-12/msg00070.html(more details athttp://www.atnf.csiro.au/people/rgooch/linux/docs/io-events.html;details on the SGI patch are athttp://oss.sgi.com/projects/kaio/faq.html)> > Unix has been multiprocess since 1969, and most Unix implementations> > have supported multithreading for a decade or more.> > And most UNIX is still kinda-sorta supporting the pthreads (POSIX)> interface, each in their own 7/8 implementation. You're safe if you> stick to the basics.Your original complaint was that Unix didn't do multithreading ormultiprogramming well.  Now that I've pointed out how obviouslyidiotic that claim is, you've amended your complaint: now, althoughindividual Unixes do these things well, you complain that theirimplementations are not entirely conformant with the POSIX threadsspecification.  Well, that's probably true, but I haven't writtenpthreads programs in C much myself, so I can't confirm it from my ownexperience.  But, even if it's true, it's not a very good reason toprefer Windows.I'm sure you can provide examples of bugs in particular threadingimplementations.  Spare us.  Just shut up.-- <kragen@pobox.com>       Kragen Sitaker     <http://www.pobox.com/~kragen/>Edsger Wybe Dijkstra died in August of 2002.  The world has lost a greatman.  See http://advogato.org/person/raph/diary.html?start=252 andhttp://www.kode-fu.com/geek/2002_08_04_archive.shtml for details.",0
"dylsexics of the wrold, untie!> (and no it wasnt me even though the spellingis> oddly familar)Not that this is news to FoRKs, but:<http://www.j-bradford-delong.net/movable_type/archives/000393.html>> ... randomising letters in the middle of words [has] little or no> effect on the ability of skilled readers to understand the text. This> is easy to denmtrasote. In a pubiltacion of New Scnieitst you could> ramdinose all the letetrs, keipeng the first two and last two the same,> and reibadailty would hadrly be aftcfeed. My ansaylis did not come> to much beucase the thoery at the time was for shape and senqeuce> retigcionon.  Saberi's work sugsegts we may have some pofrweul palrlael> prsooscers at work. The resaon for this is suerly that idnetiyfing> coentnt by paarllel prseocsing speeds up regnicoiton. We only need> the first and last two letetrs to spot chganes in meniang.-Dave",0
